time_ms,cpu_usage,active_workers,completed
1233,95,7,33
1243,95,7,33
1254,95,7,33
1264,95,7,33
1274,95,7,33
1285,95,7,33
1295,95,7,33
1305,95,7,33
1315,95,7,37
1326,95,7,37
1336,95,7,37
1346,95,7,37
1356,95,7,37
1367,95,7,37
1377,95,7,37
1388,95,7,37
1398,95,7,37
1408,85,6,40
1418,95,7,40
1428,95,7,40
1439,95,7,40
1449,95,7,40
1459,95,7,40
1470,95,7,40
1480,95,7,40
1490,95,7,40
1501,95,7,40
1511,65,4,44
1521,100,5,44
1531,100,5,44
1542,100,5,44
1552,100,5,44
1562,100,5,44
1572,100,5,44
1582,100,5,44
1593,100,5,44
1603,100,5,44
1613,90,4,47
1624,90,4,47
1634,90,4,47
1644,90,4,47
1654,90,4,47
1665,90,4,47
1675,90,4,47
1685,90,4,47
1696,90,4,47
1706,90,4,47
1717,95,7,49
1727,95,7,49
1738,95,7,49
1748,95,7,49
1759,95,7,49
1769,95,7,49
1779,95,7,49
1789,95,7,49
1800,95,7,49
1811,95,7,51
1821,95,7,51
1831,95,7,51
1842,95,7,51
1853,95,7,51
1863,95,7,51
1874,95,7,51
1886,95,7,51
1897,95,7,51
1907,95,7,51
1917,95,7,56
1928,95,7,56
1938,95,7,56
1948,95,7,56
1958,95,7,56
1969,95,7,56
1981,95,7,56
1992,95,7,56
2002,95,7,56
2014,95,7,58
2024,95,7,58
2036,95,7,58
2046,95,7,58
2056,95,7,58
2067,95,7,58
2077,95,7,58
2087,95,7,58
2098,95,7,58
2108,95,7,58
2118,80,8,63
2129,80,8,63
2139,80,8,63
2149,80,8,63
2159,80,8,63
2170,80,8,63
2180,80,8,63
2190,80,8,63
2200,80,8,63
2210,70,7,65
2221,70,7,65
2231,70,7,65
2241,70,7,65
2252,70,7,65
2262,70,7,65
2272,70,7,65
2282,70,7,65
2292,70,7,65
2303,70,7,65
2313,95,7,67
2323,75,5,71
2333,75,5,71
2344,75,5,71
2354,75,5,71
2364,75,5,71
2374,75,5,71
2384,75,5,71
2395,75,5,71
2405,75,5,71
2415,100,5,72
2425,100,5,72
2436,100,5,72
2446,100,5,72
2456,100,5,72
2467,100,5,72
2477,100,5,72
2487,100,5,72
2497,100,5,72
2508,100,5,72
2518,95,7,76
2528,95,7,76
2538,95,7,76
2548,95,7,76
2559,95,7,76
2569,95,7,76
2579,95,7,76
2589,95,7,76
2599,95,7,76
2610,95,7,76
2620,80,8,77
2630,80,8,77
2640,80,8,77
2650,80,8,77
2661,80,8,77
2671,80,8,77
2681,80,8,77
2692,80,8,77
2702,80,8,77
2712,80,8,78
2722,95,7,83
2733,95,7,83
2743,95,7,83
2754,95,7,83
2764,95,7,83
2774,95,7,83
2785,95,7,83
2795,95,7,83
2805,95,7,83
2815,85,6,85
2826,85,6,85
2836,85,6,85
2846,85,6,85
2857,85,6,85
2867,85,6,85
2877,85,6,85
2888,85,6,85
2898,85,6,85
2908,85,6,85
2918,75,5,90
2928,95,7,90
2938,95,7,90
2949,95,7,90
2959,95,7,90
2969,95,7,90
2980,95,7,90
2990,95,7,90
3000,95,7,90
3010,95,7,90
3021,95,7,91
3031,95,7,91
3041,95,7,91
3051,95,7,91
3061,95,7,91
3072,95,7,91
3082,95,7,91
3092,95,7,91
3103,95,7,91
3113,95,7,91
3123,75,5,97
3133,75,5,97
3144,75,5,97
3154,75,5,97
3164,75,5,97
3174,75,5,97
3185,75,5,97
3195,75,5,97
3205,75,5,97
3215,100,5,98
3225,100,5,98
3236,100,5,98
3246,100,5,98
3256,100,5,98
3266,100,5,98
3277,100,5,98
3287,100,5,98
3297,100,5,98
3307,100,5,98
3318,65,4,101
3328,100,5,102
3338,100,5,102
3348,100,5,102
3358,100,5,102
3368,100,5,102
3379,100,5,102
3389,100,5,102
3399,100,5,102
3409,100,5,102
3419,95,7,103
3429,95,7,103
3440,95,7,103
3450,95,7,103
3460,95,7,103
3470,95,7,103
3480,95,7,103
3491,95,7,103
3501,95,7,103
3512,95,7,103
3522,95,7,107
3532,95,7,107
3542,95,7,107
3552,95,7,107
3563,95,7,107
3573,95,7,107
3584,95,7,107
3594,95,7,107
3604,95,7,107
3614,85,6,109
3625,95,7,110
3635,95,7,110
3645,95,7,110
3655,95,7,110
3666,95,7,110
3676,95,7,110
3687,95,7,110
3697,95,7,110
3707,95,7,110
3717,85,6,111
3728,75,5,114
3738,75,5,114
3748,75,5,114
3758,75,5,114
3769,75,5,114
3779,75,5,114
3789,75,5,114
3799,75,5,114
3810,75,5,114
3820,90,4,117
3830,90,4,117
3841,90,4,117
3851,90,4,117
3861,90,4,117
3871,90,4,117
3881,90,4,117
3892,90,4,117
3902,90,4,117
3912,90,4,117
3922,80,3,119
3933,80,3,119
3943,80,3,119
3953,80,3,119
3964,80,3,119
3974,80,3,119
3984,80,3,119
3994,80,3,119
4005,80,3,119
4015,80,3,120
4026,80,3,121
4037,80,3,121
4048,80,3,121
4058,80,3,121
4068,80,3,121
4079,80,3,121
4089,80,3,121
4099,80,3,121
4110,80,3,121
4120,80,3,121
4130,80,3,122
4141,80,3,122
4151,80,3,122
4161,80,3,122
4171,80,3,122
4182,80,3,122
4192,80,3,122
4202,80,3,122
4212,80,3,122
4223,100,5,124
4233,100,5,124
4243,100,5,124
4254,100,5,124
4264,100,5,124
4274,100,5,124
4284,100,5,124
4295,100,5,124
4305,100,5,124
4315,100,5,124
4325,95,7,125
4335,95,7,125
4346,95,7,125
4356,95,7,125
4366,95,7,125
4376,95,7,125
4386,95,7,125
4397,95,7,125
4407,95,7,125
4417,70,7,127
4428,95,7,129
4438,95,7,129
4448,95,7,129
4459,95,7,129
4469,95,7,129
4479,95,7,129
4489,95,7,129
4500,95,7,129
4510,95,7,129
4520,95,7,129
4530,95,7,132
4541,95,7,132
4551,95,7,132
4561,95,7,132
4571,95,7,132
4582,95,7,132
4592,95,7,132
4602,95,7,132
4613,95,7,132
4623,80,8,136
4633,80,8,136
4643,80,8,136
4654,80,8,136
4664,80,8,136
4674,80,8,136
4684,80,8,136
4695,80,8,136
4705,80,8,136
4715,80,8,136
4725,70,7,139
4737,80,8,139
4747,80,8,139
4757,80,8,139
4767,80,8,139
4777,80,8,139
4788,80,8,139
4798,80,8,139
4808,80,8,139
4819,70,7,142
4829,70,7,144
4839,70,7,144
4849,70,7,144
4860,70,7,144
4870,70,7,144
4880,70,7,144
4891,70,7,144
4901,70,7,144
4911,70,7,144
4921,70,7,144
4931,95,7,147
4941,95,7,147
4951,95,7,147
4962,95,7,147
4972,95,7,147
4982,95,7,147
4993,95,7,147
5003,95,7,147
5013,95,7,147
5023,95,7,151
5034,95,7,151
5044,95,7,151
5054,95,7,151
5065,95,7,151
5075,95,7,151
5085,95,7,151
5095,95,7,151
5105,95,7,151
5116,95,7,151
5126,60,6,153
5136,80,8,154
5146,80,8,154
5156,80,8,154
5167,80,8,154
5177,80,8,154
5187,80,8,154
5197,80,8,154
5208,80,8,154
5218,70,7,155
5228,95,7,158
5239,95,7,158
5249,95,7,158
5259,95,7,158
5269,95,7,158
5280,95,7,158
5290,95,7,158
5300,95,7,158
5311,95,7,158
5321,95,7,158
5331,95,7,162
5341,95,7,162
5352,95,7,162
5362,95,7,162
5372,95,7,162
5382,95,7,162
5393,95,7,162
5403,95,7,162
5413,95,7,162
5423,95,7,165
5433,95,7,165
5445,95,7,165
5455,95,7,165
5465,95,7,165
5475,95,7,165
5486,95,7,165
5496,95,7,165
5506,95,7,165
5516,95,7,165
5527,95,7,167
5537,85,6,169
5547,85,6,169
5558,85,6,169
5568,85,6,169
5578,85,6,169
5588,85,6,169
5599,85,6,169
5611,85,6,169
5621,50,5,170
5631,100,5,172
5641,100,5,172
5651,100,5,172
5661,100,5,172
5672,100,5,172
5682,100,5,172
5692,100,5,172
5702,100,5,172
5712,100,5,172
5722,100,5,172
5733,90,4,175
5743,90,4,175
5753,90,4,175
5764,90,4,175
5774,90,4,175
5785,90,4,175
5795,90,4,175
5805,90,4,175
5815,90,4,175
5826,85,6,177
5836,95,7,177
5846,95,7,177
5856,95,7,177
5866,95,7,177
5877,95,7,177
5887,95,7,177
5897,95,7,177
5907,95,7,177
5917,95,7,177
5928,85,6,179
5938,85,6,179
5948,85,6,179
5958,85,6,179
5969,85,6,179
5979,85,6,179
5990,85,6,179
6000,85,6,179
6010,85,6,179
6020,85,6,179
6031,95,7,184
6041,95,7,184
6051,95,7,184
6061,95,7,184
6073,95,7,184
6086,95,7,184
6097,95,7,184
6109,95,7,184
6119,95,7,184
6129,95,7,185
6140,95,7,185
6150,95,7,185
6160,95,7,185
6170,95,7,185
6180,95,7,185
6191,95,7,185
6201,95,7,185
6211,95,7,185
6221,95,7,185
6231,95,7,191
6242,95,7,191
6252,95,7,191
6262,95,7,191
6273,95,7,191
6283,95,7,191
6293,95,7,191
6303,95,7,191
6314,95,7,191
6324,95,7,191
6334,95,7,192
6344,95,7,192
6355,95,7,192
6365,95,7,192
6375,95,7,192
6385,95,7,192
6396,95,7,192
6406,95,7,192
6416,95,7,192
6426,65,4,195
6437,100,5,198
6447,100,5,198
6457,100,5,198
6468,100,5,198
6478,100,5,198
6488,100,5,198
6498,100,5,198
6509,100,5,198
6519,100,5,198
6529,100,5,199
6539,100,5,199
6550,100,5,199
6560,100,5,199
6570,100,5,199
6580,100,5,199
6590,100,5,199
6600,100,5,199
6610,100,5,199
6621,100,5,199
6631,40,4,201
6641,85,6,203
6651,85,6,203
6662,85,6,203
6672,85,6,203
6682,85,6,203
6693,85,6,203
6703,85,6,203
6713,85,6,203
6723,85,6,203
6734,75,5,204
6744,75,5,204
6754,75,5,204
6764,75,5,204
6774,75,5,204
6784,75,5,204
6795,75,5,204
6805,75,5,204
6816,75,5,204
6826,75,5,204
6836,75,5,209
6846,95,7,209
6856,95,7,209
6867,95,7,209
6877,95,7,209
6887,95,7,209
6897,95,7,209
6908,95,7,209
6918,95,7,209
6928,95,7,209
6939,95,7,209
6949,95,7,209
6959,95,7,209
6970,95,7,209
6980,95,7,209
6990,95,7,209
7000,95,7,209
7010,95,7,209
7021,95,7,209
7031,80,8,210
7041,100,5,216
7052,100,5,216
7062,100,5,216
7072,100,5,216
7083,100,5,216
7093,100,5,216
7103,100,5,216
7113,100,5,216
7123,100,5,216
7133,100,5,216
7144,100,5,216
7154,100,5,216
7164,100,5,216
7174,100,5,216
7184,100,5,216
7194,100,5,216
7205,100,5,216
7215,100,5,216
7225,100,5,216
7235,75,5,219
7246,95,7,221
7256,95,7,221
7266,95,7,221
7277,95,7,221
7287,95,7,221
7297,95,7,221
7307,95,7,221
7317,95,7,221
7327,95,7,221
7338,95,7,221
7348,95,7,221
7358,95,7,221
7368,95,7,221
7379,95,7,221
7389,95,7,221
7399,95,7,221
7409,95,7,221
7420,95,7,221
7430,95,7,221
7440,75,5,228
7450,75,5,228
7461,75,5,228
7471,75,5,228
7481,75,5,228
7492,75,5,228
7502,75,5,228
7512,75,5,228
7522,75,5,228
7532,75,5,228
7543,75,5,228
7553,75,5,228
7563,75,5,228
7573,75,5,228
7584,75,5,228
7594,75,5,228
7604,75,5,228
7614,75,5,228
7625,75,5,228
7635,40,4,229
7645,95,7,233
7655,95,7,233
7666,95,7,233
7676,95,7,233
7686,95,7,233
7696,95,7,233
7706,95,7,233
7717,95,7,233
7727,95,7,233
7737,95,7,233
7747,95,7,233
7757,95,7,233
7768,95,7,233
7778,95,7,233
7788,95,7,233
7798,95,7,233
7809,95,7,233
7819,95,7,233
7829,95,7,233
7839,70,7,237
7849,95,7,240
7860,95,7,240
7870,95,7,240
7880,95,7,240
7891,95,7,240
7901,95,7,240
7914,95,7,240
7924,95,7,240
7934,95,7,240
7944,95,7,240
7955,95,7,240
7965,95,7,240
7975,95,7,240
7985,95,7,240
7995,95,7,240
8006,95,7,240
8016,95,7,240
8026,95,7,240
8036,85,6,241
8046,95,7,247
8057,95,7,247
8067,95,7,247
8077,95,7,247
8087,95,7,247
8098,95,7,247
8108,95,7,247
8119,95,7,247
8131,95,7,247
8141,95,7,247
8152,95,7,247
8163,95,7,247
8173,95,7,247
8183,95,7,247
8193,95,7,247
8204,95,7,247
8214,95,7,247
8224,95,7,247
8234,95,7,247
8244,75,5,252
8255,95,7,254
8265,95,7,254
8276,95,7,254
8286,95,7,254
8296,95,7,254
8306,95,7,254
8317,95,7,254
8327,95,7,254
8337,95,7,254
8347,95,7,254
8358,95,7,254
8368,95,7,254
8378,95,7,254
8388,95,7,254
8399,95,7,254
8409,95,7,254
8419,95,7,254
8430,95,7,254
8440,60,6,255
8450,80,8,261
8460,80,8,261
8470,80,8,261
8481,80,8,261
8491,80,8,261
8501,80,8,261
8511,80,8,261
8521,80,8,261
8532,80,8,261
8542,80,8,261
8552,80,8,261
8562,80,8,261
8572,80,8,261
8582,80,8,261
8593,80,8,261
8603,80,8,261
8613,80,8,261
8623,80,8,261
8633,80,8,261
8644,70,7,264
8654,100,5,269
8664,100,5,269
8674,100,5,269
8685,100,5,269
8695,100,5,269
8705,100,5,269
8715,100,5,269
8726,100,5,269
